faktura	1.2169202922737945
faktura	1.6782218442440886
faktura	1.925292506904654
informovanie	15.313307026141153
faktura	1.8963803603118663
kredit	1.9749335323034813
faktura	1.4372759618885453
telefon	12.875543146380565
faktura	1.0073132329385146
telefon	11.400740411050776
informovanie	4.29058027876053
informovanie	3.8290028450641955
faktura	1.0410655050818889
faktura	1.2523062334663564
faktura	1.7690383873503492
informovanie	10.611337574528335
telefon	6.747257863918378
telefon	6.020097949276135
informovanie	3.737456357331439
kredit	1.1509187431465193
informovanie	6.676306412731492
faktura	1.2962346345312312
informovanie	15.65948224828685
informovanie	3.9310685117949333
kredit	1.295176783627653
informovanie	3.91276868406851
faktura	1.0775984932869278
faktura	1.3007028668288854
faktura	1.516969640909167
telefon	8.438492278228694
informovanie	8.739564790604334
faktura	1.7946815561569451
kredit	1.799832651709096
faktura	1.5785064647818672
kredit	1.301959519388106
faktura	1.2034333398689796
faktura	1.0542524905367827
kredit	1.1314387130147452
faktura	1.1458643928070842
faktura	1.6889958646949026
faktura	1.322538770629194
faktura	2.6665317032541225
informovanie	6.9610958823556075
kredit	1.3573257703050103
faktura	3.3068962291966955
faktura	1.0334318788092105
faktura	1.3944293742158607
faktura	1.0336377815140168
faktura	1.2018544317539863
informovanie	3.023557119330121
faktura	1.0327158058711348
kredit	2.1337853100160373
informovanie	3.503940523523511
faktura	1.4860810024160855
informovanie	23.661484883091703
telefon	11.35771536593495
informovanie	3.0871100408436405
kredit	1.014100006155104
faktura	1.0435612536188046
faktura	1.1716620339989277
kredit	1.1483435189792317
informovanie	5.271002508943411
kredit	1.032485542748418
informovanie	3.235728435367264
kredit	1.2666319937915205
informovanie	8.463029931387723
faktura	1.154670528595716
faktura	1.1831305492014508
informovanie	4.520612872316633
faktura	1.0096772196443453
telefon	5.180813106169012
faktura	1.481775348010956
faktura	1.375510575098815
informovanie	11.291150986656362
faktura	1.3038889442675554
faktura	1.2158421527183236
informovanie	9.562325272843282
faktura	1.0609426889386668
faktura	1.3886800012683125
informovanie	3.354650888464448
informovanie	6.3256817758729085
kredit	1.028162241091195
faktura	1.3286509103304525
kredit	1.1396270555358115
informovanie	3.4542338440173808
faktura	1.0504653672649056
informovanie	12.74749201266377
faktura	1.0173424000852265
faktura	1.0697864266574015
kredit	1.1202651674586832
telefon	6.982760235145861
faktura	2.135600963179968
informovanie	6.124093182618481
kredit	1.6583025081706637
kredit	1.3826800133670076
faktura	1.0445979365943003
faktura	1.2586188537532053
faktura	2.384349482593734
faktura	1.001189832201817
faktura	1.1560384160441117
faktura	1.3849268892538475
informovanie	3.945587618100717
telefon	16.147905124241106
informovanie	5.910240913561211
faktura	1.4627423346482828
kredit	1.2462578213207962
faktura	1.1127586112615973
informovanie	3.708029589824264
informovanie	8.90173816968263
faktura	1.0083537533191702
